epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,12.0669,1.23273,2.35885,1.57125,0.66607,0.68333,0.68736,0.46965,1.83766,1.48602,1.47358,4.31947e-05,4.31947e-05,4.31947e-05
25,12.5189,0.69512,1.90277,1.11214,0.66607,0.68333,0.68736,0.46965,1.83766,1.48602,1.47358,4.44555e-05,4.44555e-05,4.44555e-05
26,13.0393,0.8857,1.9383,1.15257,0.66607,0.68333,0.68736,0.46965,1.83766,1.48602,1.47358,4.56692e-05,4.56692e-05,4.56692e-05
27,13.4938,1.14746,2.59165,1.52994,0.66607,0.68333,0.68736,0.46965,1.83766,1.48602,1.47358,4.68358e-05,4.68358e-05,4.68358e-05
28,13.9845,1.35616,2.49189,1.69143,0.66607,0.68333,0.68736,0.46965,1.83766,1.48602,1.47358,4.79552e-05,4.79552e-05,4.79552e-05
29,14.4779,1.1272,2.22892,1.44762,0.66607,0.68333,0.68736,0.46965,1.83766,1.48602,1.47358,4.90275e-05,4.90275e-05,4.90275e-05
30,15.0709,1.67501,2.93783,1.90926,0.68524,0.58333,0.68827,0.42472,1.82391,1.78313,1.51158,5.00527e-05,5.00527e-05,5.00527e-05
31,15.6661,0.88992,2.64667,1.4026,0.68524,0.58333,0.68827,0.42472,1.82391,1.78313,1.51158,5.10308e-05,5.10308e-05,5.10308e-05
32,16.1882,0.83495,1.95742,1.16736,0.68524,0.58333,0.68827,0.42472,1.82391,1.78313,1.51158,5.19617e-05,5.19617e-05,5.19617e-05
33,16.6888,1.60607,3.45032,1.88379,0.68524,0.58333,0.68827,0.42472,1.82391,1.78313,1.51158,5.28455e-05,5.28455e-05,5.28455e-05
34,17.1778,1.48248,2.66008,1.60985,0.68524,0.58333,0.68827,0.42472,1.82391,1.78313,1.51158,5.36822e-05,5.36822e-05,5.36822e-05
35,17.6609,0.90635,1.83151,1.29582,0.68524,0.58333,0.68827,0.42472,1.82391,1.78313,1.51158,5.44718e-05,5.44718e-05,5.44718e-05
36,18.101,1.16405,2.59567,1.34999,0.68524,0.58333,0.68827,0.42472,1.82391,1.78313,1.51158,5.52142e-05,5.52142e-05,5.52142e-05
37,18.7778,1.0057,2.17275,1.49096,0.68524,0.58333,0.68827,0.42472,1.82391,1.78313,1.51158,5.59095e-05,5.59095e-05,5.59095e-05
38,19.2937,0.9497,1.70661,1.22645,0.79924,0.42703,0.60968,0.34951,1.85697,2.07338,1.53378,5.65577e-05,5.65577e-05,5.65577e-05
39,19.7614,1.09248,2.31891,1.4061,0.79924,0.42703,0.60968,0.34951,1.85697,2.07338,1.53378,5.71588e-05,5.71588e-05,5.71588e-05
40,20.2515,1.13008,2.83194,1.39568,0.79924,0.42703,0.60968,0.34951,1.85697,2.07338,1.53378,5.77127e-05,5.77127e-05,5.77127e-05
41,20.7071,1.02093,2.53776,1.53199,0.79924,0.42703,0.60968,0.34951,1.85697,2.07338,1.53378,5.82196e-05,5.82196e-05,5.82196e-05
42,21.1776,0.89605,2.20549,1.4108,0.79924,0.42703,0.60968,0.34951,1.85697,2.07338,1.53378,5.86793e-05,5.86793e-05,5.86793e-05
43,21.6901,0.84519,1.97098,1.16602,0.79924,0.42703,0.60968,0.34951,1.85697,2.07338,1.53378,5.90918e-05,5.90918e-05,5.90918e-05
44,22.1691,0.8312,1.50197,1.23035,0.79924,0.42703,0.60968,0.34951,1.85697,2.07338,1.53378,5.94573e-05,5.94573e-05,5.94573e-05
45,22.6858,0.8706,1.69971,1.29941,0.79924,0.42703,0.60968,0.34951,1.85697,2.07338,1.53378,5.97756e-05,5.97756e-05,5.97756e-05
46,23.1629,1.06613,2.13798,1.24016,0.79924,0.42703,0.60968,0.34951,1.85697,2.07338,1.53378,6.00468e-05,6.00468e-05,6.00468e-05
47,23.6649,0.94348,2.46875,1.29968,0.79924,0.42703,0.60968,0.34951,1.85697,2.07338,1.53378,6.02709e-05,6.02709e-05,6.02709e-05
48,24.1538,0.96142,1.89819,1.28267,0.65458,0.43281,0.39754,0.21881,1.9265,2.25623,1.59562,6.04478e-05,6.04478e-05,6.04478e-05
49,24.6986,1.01432,1.55043,1.43233,0.65458,0.43281,0.39754,0.21881,1.9265,2.25623,1.59562,6.05777e-05,6.05777e-05,6.05777e-05
50,25.1792,1.00023,2.17959,1.45029,0.65458,0.43281,0.39754,0.21881,1.9265,2.25623,1.59562,6.06604e-05,6.06604e-05,6.06604e-05
51,25.6421,0.62671,1.42409,1.13205,0.65458,0.43281,0.39754,0.21881,1.9265,2.25623,1.59562,6.0095e-05,6.0095e-05,6.0095e-05
52,26.1433,0.83018,2.6174,1.4071,0.65458,0.43281,0.39754,0.21881,1.9265,2.25623,1.59562,5.89169e-05,5.89169e-05,5.89169e-05
53,26.5941,0.77993,0.99879,1.28857,0.65458,0.43281,0.39754,0.21881,1.9265,2.25623,1.59562,5.77388e-05,5.77388e-05,5.77388e-05
54,27.1435,1.07777,1.62343,1.39517,0.65458,0.43281,0.39754,0.21881,1.9265,2.25623,1.59562,5.65607e-05,5.65607e-05,5.65607e-05
55,27.6228,0.84457,1.07871,1.42315,0.65458,0.43281,0.39754,0.21881,1.9265,2.25623,1.59562,5.53826e-05,5.53826e-05,5.53826e-05
56,28.1313,1.09463,1.63284,1.46051,0.65458,0.43281,0.39754,0.21881,1.9265,2.25623,1.59562,5.42045e-05,5.42045e-05,5.42045e-05
57,28.7412,1.11723,1.57571,1.41912,0.65458,0.43281,0.39754,0.21881,1.9265,2.25623,1.59562,5.30264e-05,5.30264e-05,5.30264e-05
58,29.4194,0.75715,1.31432,1.08236,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,5.18483e-05,5.18483e-05,5.18483e-05
59,29.9343,0.66044,1.53096,1.09098,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,5.06702e-05,5.06702e-05,5.06702e-05
60,30.4844,0.62112,1.46559,1.01552,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,4.94921e-05,4.94921e-05,4.94921e-05
61,30.9383,0.72078,1.47917,1.2369,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,4.8314e-05,4.8314e-05,4.8314e-05
62,31.4173,1.30914,2.20881,1.5447,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,4.71359e-05,4.71359e-05,4.71359e-05
63,31.8817,1.45393,1.63922,1.93827,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,4.59578e-05,4.59578e-05,4.59578e-05
64,32.3915,1.02396,1.75938,1.352,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,4.47797e-05,4.47797e-05,4.47797e-05
65,32.8545,1.42494,2.27375,1.93382,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,4.36016e-05,4.36016e-05,4.36016e-05
66,33.3965,1.45082,2.19179,1.7088,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,4.24235e-05,4.24235e-05,4.24235e-05
67,33.8902,0.97475,2.0653,1.35349,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,4.12454e-05,4.12454e-05,4.12454e-05
68,34.3929,1.3424,3.17339,1.83019,0.67359,0.41667,0.418,0.24244,1.88666,2.22847,1.5773,4.00673e-05,4.00673e-05,4.00673e-05
69,34.883,1.00985,1.35949,1.18183,0.64624,0.34513,0.52372,0.24065,1.94061,2.22941,1.63534,3.88892e-05,3.88892e-05,3.88892e-05
70,35.3414,1.94416,3.35794,1.95794,0.64624,0.34513,0.52372,0.24065,1.94061,2.22941,1.63534,3.77111e-05,3.77111e-05,3.77111e-05
71,35.7968,1.82956,3.11838,1.85013,0.64624,0.34513,0.52372,0.24065,1.94061,2.22941,1.63534,3.6533e-05,3.6533e-05,3.6533e-05
72,36.3267,1.02225,2.35126,1.27105,0.64624,0.34513,0.52372,0.24065,1.94061,2.22941,1.63534,3.53549e-05,3.53549e-05,3.53549e-05
73,36.7872,0.73492,1.10905,1.01867,0.64624,0.34513,0.52372,0.24065,1.94061,2.22941,1.63534,3.41768e-05,3.41768e-05,3.41768e-05
74,37.2769,0.87519,1.88438,1.3947,0.64624,0.34513,0.52372,0.24065,1.94061,2.22941,1.63534,3.29987e-05,3.29987e-05,3.29987e-05
75,37.7434,1.15209,3.11687,1.625,0.64624,0.34513,0.52372,0.24065,1.94061,2.22941,1.63534,3.18206e-05,3.18206e-05,3.18206e-05
76,38.2053,1.1079,1.94912,1.4725,0.64624,0.34513,0.52372,0.24065,1.94061,2.22941,1.63534,3.06425e-05,3.06425e-05,3.06425e-05
77,38.7404,1.05751,2.21053,1.38944,0.64624,0.34513,0.52372,0.24065,1.94061,2.22941,1.63534,2.94644e-05,2.94644e-05,2.94644e-05
78,39.2219,0.74106,1.24971,1.16502,0.64624,0.34513,0.52372,0.24065,1.94061,2.22941,1.63534,2.82863e-05,2.82863e-05,2.82863e-05
79,39.7382,1.02536,1.39619,1.32808,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,2.71082e-05,2.71082e-05,2.71082e-05
80,40.2005,1.342,2.58552,1.8093,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,2.59301e-05,2.59301e-05,2.59301e-05
81,40.6586,1.29393,1.89925,1.61332,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,2.4752e-05,2.4752e-05,2.4752e-05
82,41.1136,1.22033,1.59337,1.39615,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,2.35739e-05,2.35739e-05,2.35739e-05
83,41.6631,0.75939,1.34954,1.13045,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,2.23958e-05,2.23958e-05,2.23958e-05
84,42.1568,0.84546,1.14795,1.08066,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,2.12177e-05,2.12177e-05,2.12177e-05
85,42.6147,0.79834,1.06411,1.17401,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,2.00396e-05,2.00396e-05,2.00396e-05
86,43.0851,1.1248,1.42248,1.42202,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,1.88615e-05,1.88615e-05,1.88615e-05
87,43.5814,0.59712,1.16068,1.12172,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,1.76834e-05,1.76834e-05,1.76834e-05
88,44.0895,0.94429,2.18845,1.29361,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,1.65053e-05,1.65053e-05,1.65053e-05
89,44.6164,0.6809,1.15792,1.09426,0.85578,0.31558,0.38921,0.20472,1.9799,2.29533,1.65324,1.53272e-05,1.53272e-05,1.53272e-05
90,45.1078,1.01237,1.35456,1.29083,0.88811,0.30669,0.42489,0.23223,1.95428,2.3196,1.64773,1.41491e-05,1.41491e-05,1.41491e-05
91,45.5638,0.62376,1.64181,1.08511,0.88811,0.30669,0.42489,0.23223,1.95428,2.3196,1.64773,1.2971e-05,1.2971e-05,1.2971e-05
92,46.0585,0.69164,0.98539,1.09246,0.88811,0.30669,0.42489,0.23223,1.95428,2.3196,1.64773,1.17929e-05,1.17929e-05,1.17929e-05
93,46.5669,0.67508,0.90416,1.04402,0.88811,0.30669,0.42489,0.23223,1.95428,2.3196,1.64773,1.06148e-05,1.06148e-05,1.06148e-05
94,47.0742,0.63383,1.41772,1.09165,0.88811,0.30669,0.42489,0.23223,1.95428,2.3196,1.64773,9.4367e-06,9.4367e-06,9.4367e-06
95,47.5535,0.66068,1.05341,1.02005,0.88811,0.30669,0.42489,0.23223,1.95428,2.3196,1.64773,8.2586e-06,8.2586e-06,8.2586e-06
96,48.0156,0.93904,1.3205,1.34196,0.88811,0.30669,0.42489,0.23223,1.95428,2.3196,1.64773,7.0805e-06,7.0805e-06,7.0805e-06
97,48.4611,0.81693,0.78529,1.03374,0.88811,0.30669,0.42489,0.23223,1.95428,2.3196,1.64773,5.9024e-06,5.9024e-06,5.9024e-06
98,48.9392,1.00974,1.10737,1.24806,0.88811,0.30669,0.42489,0.23223,1.95428,2.3196,1.64773,4.7243e-06,4.7243e-06,4.7243e-06
99,49.4149,0.52763,0.94488,0.97994,0.88811,0.30669,0.42489,0.23223,1.95428,2.3196,1.64773,3.5462e-06,3.5462e-06,3.5462e-06
100,49.9422,0.54547,0.77539,1.03994,0.52212,0.60975,0.73618,0.56189,1.90554,1.76623,1.55341,2.3681e-06,2.3681e-06,2.3681e-06
