epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,331.729,1.87755,1.33249,0.94296,0.81331,0.69118,0.76838,0.34873,1.9351,1.30665,0.94808,0.0007723,0.0007723,0.0007723
25,345.053,1.83357,1.31111,0.94908,0.89503,0.76074,0.81764,0.38846,1.91475,1.17209,0.95126,0.0007624,0.0007624,0.0007624
26,358.475,1.85231,1.34469,0.94346,0.82773,0.76254,0.82046,0.38681,1.90238,1.17083,0.9336,0.0007525,0.0007525,0.0007525
27,371.815,1.86032,1.29679,0.93976,0.85681,0.75938,0.81739,0.38434,1.90094,1.14947,0.94574,0.0007426,0.0007426,0.0007426
28,385.234,1.80701,1.25535,0.92288,0.87274,0.72844,0.80881,0.39864,1.863,1.11384,0.93677,0.0007327,0.0007327,0.0007327
29,398.533,1.75748,1.17739,0.92436,0.89255,0.77514,0.81742,0.40262,1.82797,1.108,0.93114,0.0007228,0.0007228,0.0007228
30,411.882,1.7804,1.22165,0.9234,0.87452,0.74721,0.81835,0.39588,1.83912,1.12413,0.93159,0.0007129,0.0007129,0.0007129
31,425.389,1.79277,1.18577,0.93149,0.85205,0.75367,0.83314,0.39202,1.84823,1.18023,0.92666,0.000703,0.000703,0.000703
32,438.855,1.77175,1.20229,0.93346,0.92682,0.74255,0.82022,0.38515,1.89239,1.13397,0.93879,0.0006931,0.0006931,0.0006931
33,452.331,1.81893,1.21764,0.93694,0.95468,0.7287,0.83275,0.40188,1.83571,1.09027,0.92403,0.0006832,0.0006832,0.0006832
34,465.729,1.76234,1.17492,0.92658,0.91113,0.75137,0.82863,0.40776,1.84494,1.11992,0.92671,0.0006733,0.0006733,0.0006733
35,479.107,1.75796,1.11685,0.92779,0.91809,0.78265,0.83724,0.37839,1.89808,1.11084,0.94252,0.0006634,0.0006634,0.0006634
36,492.452,1.7619,1.13013,0.91672,0.9,0.77693,0.84441,0.41712,1.81819,1.05666,0.91982,0.0006535,0.0006535,0.0006535
37,505.713,1.75445,1.10901,0.91582,0.92193,0.70211,0.81427,0.3855,1.87951,1.1121,0.93087,0.0006436,0.0006436,0.0006436
38,518.931,1.74079,1.09988,0.9236,0.91728,0.75668,0.83106,0.40454,1.83225,1.05488,0.92896,0.0006337,0.0006337,0.0006337
39,532.104,1.71597,1.08511,0.91731,0.91486,0.71303,0.83152,0.39731,1.81701,1.09069,0.9202,0.0006238,0.0006238,0.0006238
40,545.73,1.72771,1.07321,0.91485,0.88256,0.79756,0.85281,0.42029,1.79333,1.06657,0.92428,0.0006139,0.0006139,0.0006139
41,560.155,1.72835,1.09048,0.90481,0.86603,0.78405,0.85816,0.41951,1.79553,1.05576,0.91831,0.000604,0.000604,0.000604
42,574.667,1.71114,1.03678,0.91454,0.92462,0.7705,0.86836,0.42452,1.78609,0.9939,0.91709,0.0005941,0.0005941,0.0005941
43,589.214,1.65902,1.04443,0.89897,0.88795,0.83919,0.87344,0.4246,1.80808,0.96494,0.92121,0.0005842,0.0005842,0.0005842
44,603.254,1.66553,1.02161,0.90864,0.9334,0.76592,0.86106,0.42951,1.79147,1.01448,0.92292,0.0005743,0.0005743,0.0005743
45,617.731,1.66062,0.99225,0.90428,0.8901,0.8142,0.86954,0.44163,1.77071,1.01093,0.91066,0.0005644,0.0005644,0.0005644
46,631.588,1.65479,1.01265,0.89939,0.88881,0.81257,0.87508,0.43165,1.78527,0.98678,0.9172,0.0005545,0.0005545,0.0005545
47,645.042,1.72308,1.0867,0.90387,0.94114,0.78628,0.86173,0.43342,1.78425,1.01861,0.91754,0.0005446,0.0005446,0.0005446
48,658.815,1.67001,1.01164,0.90665,0.94624,0.77332,0.86011,0.41436,1.82438,1.0348,0.92068,0.0005347,0.0005347,0.0005347
49,672.372,1.69225,1.01499,0.90928,0.86684,0.8005,0.87424,0.43788,1.76725,1.03711,0.91228,0.0005248,0.0005248,0.0005248
50,686.062,1.66595,0.98658,0.90586,0.87309,0.82077,0.88185,0.44173,1.77789,1.03884,0.91133,0.0005149,0.0005149,0.0005149
51,699.646,1.6873,1.02388,0.90137,0.91971,0.83157,0.88619,0.45706,1.78595,0.97205,0.9082,0.000505,0.000505,0.000505
52,713.274,1.64475,0.97329,0.89726,0.92883,0.80916,0.8779,0.43387,1.7907,0.99308,0.9101,0.0004951,0.0004951,0.0004951
53,726.777,1.66372,0.99332,0.90081,0.92613,0.81198,0.87615,0.44681,1.7628,0.95578,0.91105,0.0004852,0.0004852,0.0004852
54,740.287,1.64451,0.9749,0.89332,0.96652,0.78614,0.87466,0.44513,1.77185,0.99573,0.91825,0.0004753,0.0004753,0.0004753
55,753.827,1.62718,0.93065,0.89937,0.92926,0.82817,0.88499,0.43975,1.77636,0.95315,0.90888,0.0004654,0.0004654,0.0004654
56,767.344,1.63665,0.956,0.89977,0.87971,0.85485,0.8865,0.4473,1.77325,0.95076,0.90975,0.0004555,0.0004555,0.0004555
57,781.001,1.63584,0.93889,0.8965,0.93117,0.82695,0.88235,0.44877,1.77442,0.95684,0.90853,0.0004456,0.0004456,0.0004456
58,794.477,1.61047,0.95052,0.89886,0.9502,0.78108,0.87939,0.4444,1.78983,0.98882,0.91129,0.0004357,0.0004357,0.0004357
59,808.089,1.6068,0.90997,0.89104,0.92356,0.82367,0.88275,0.43236,1.80412,0.97227,0.91507,0.0004258,0.0004258,0.0004258
60,821.58,1.6513,0.94274,0.89351,0.91585,0.84131,0.88422,0.43532,1.80874,0.95858,0.91074,0.0004159,0.0004159,0.0004159
61,835.145,1.60039,0.90859,0.88967,0.92935,0.8166,0.88443,0.46209,1.75277,0.95106,0.90497,0.000406,0.000406,0.000406
62,848.792,1.60721,0.92076,0.88957,0.9357,0.80156,0.86639,0.44879,1.75046,0.95396,0.90786,0.0003961,0.0003961,0.0003961
63,862.428,1.57532,0.89884,0.89977,0.94914,0.81169,0.88893,0.45903,1.74451,0.94181,0.90273,0.0003862,0.0003862,0.0003862
64,875.913,1.57165,0.89575,0.89431,0.91743,0.83535,0.89389,0.4616,1.74684,0.92828,0.90611,0.0003763,0.0003763,0.0003763
65,889.579,1.59341,0.8879,0.88897,0.93394,0.81656,0.8889,0.45749,1.78744,0.91597,0.91593,0.0003664,0.0003664,0.0003664
66,903.333,1.58173,0.89501,0.88683,0.92218,0.83189,0.89871,0.46569,1.72266,0.9085,0.90392,0.0003565,0.0003565,0.0003565
67,917.043,1.56825,0.8865,0.87896,0.94872,0.79696,0.8845,0.44913,1.79425,0.93597,0.91389,0.0003466,0.0003466,0.0003466
68,930.731,1.54758,0.87994,0.88367,0.91357,0.83362,0.88565,0.46101,1.73734,0.92547,0.90579,0.0003367,0.0003367,0.0003367
69,944.332,1.59665,0.87764,0.89529,0.96,0.80007,0.89648,0.46196,1.75507,0.91911,0.90342,0.0003268,0.0003268,0.0003268
70,957.921,1.54607,0.88058,0.88233,0.94649,0.82176,0.90024,0.46605,1.72583,0.90715,0.90226,0.0003169,0.0003169,0.0003169
71,971.404,1.55392,0.86663,0.88834,0.94582,0.80263,0.88529,0.46122,1.77293,0.93133,0.90791,0.000307,0.000307,0.000307
72,984.89,1.55659,0.86449,0.88884,0.9014,0.83518,0.88424,0.44681,1.79014,0.92194,0.9146,0.0002971,0.0002971,0.0002971
73,998.365,1.53424,0.85351,0.88471,0.95516,0.79177,0.88833,0.46872,1.74656,0.90115,0.90486,0.0002872,0.0002872,0.0002872
74,1011.79,1.52769,0.84214,0.87792,0.94768,0.8029,0.88899,0.45046,1.80199,0.93049,0.91243,0.0002773,0.0002773,0.0002773
75,1025.45,1.55449,0.87681,0.88313,0.93808,0.8275,0.89693,0.45939,1.75562,0.89596,0.90524,0.0002674,0.0002674,0.0002674
76,1039.08,1.54023,0.82919,0.88027,0.91842,0.84527,0.89312,0.45711,1.78185,0.91696,0.90675,0.0002575,0.0002575,0.0002575
77,1052.6,1.56418,0.83815,0.8783,0.92556,0.83445,0.89919,0.45909,1.75314,0.89606,0.90436,0.0002476,0.0002476,0.0002476
78,1066.1,1.51473,0.83558,0.8812,0.93216,0.84632,0.90605,0.46244,1.80904,0.89986,0.91554,0.0002377,0.0002377,0.0002377
79,1079.6,1.52577,0.83511,0.88054,0.9345,0.82208,0.89479,0.45498,1.76926,0.89258,0.90594,0.0002278,0.0002278,0.0002278
80,1093.64,1.52329,0.83822,0.88217,0.93161,0.85061,0.90253,0.47039,1.7571,0.90157,0.90246,0.0002179,0.0002179,0.0002179
81,1107.26,1.50739,0.83093,0.87521,0.93272,0.83073,0.90702,0.45867,1.8041,0.92731,0.90765,0.000208,0.000208,0.000208
82,1120.96,1.50427,0.80853,0.8751,0.90311,0.84074,0.90496,0.45899,1.7965,0.92371,0.90499,0.0001981,0.0001981,0.0001981
83,1135.23,1.50684,0.81589,0.8787,0.93794,0.83977,0.90602,0.47401,1.76445,0.89491,0.90588,0.0001882,0.0001882,0.0001882
84,1148.98,1.50932,0.82019,0.86987,0.92726,0.84384,0.9024,0.46625,1.75706,0.89992,0.90334,0.0001783,0.0001783,0.0001783
85,1162.63,1.47922,0.79755,0.87558,0.92627,0.85922,0.90515,0.4679,1.77531,0.89506,0.90477,0.0001684,0.0001684,0.0001684
86,1176.45,1.48795,0.7936,0.8796,0.933,0.83322,0.90457,0.46594,1.76242,0.88782,0.90413,0.0001585,0.0001585,0.0001585
87,1190.11,1.45248,0.77742,0.86825,0.90573,0.85508,0.90247,0.45436,1.81546,0.90308,0.90988,0.0001486,0.0001486,0.0001486
88,1203.56,1.48459,0.79681,0.87067,0.92769,0.85907,0.90474,0.45733,1.80559,0.87786,0.91119,0.0001387,0.0001387,0.0001387
89,1217.03,1.48867,0.8003,0.87427,0.91234,0.86624,0.90477,0.46138,1.77545,0.8721,0.90508,0.0001288,0.0001288,0.0001288
90,1230.69,1.51418,0.89737,0.8843,0.91271,0.86687,0.9023,0.4646,1.76218,0.85684,0.89949,0.0001189,0.0001189,0.0001189
91,1243.44,1.49476,0.8055,0.88639,0.94709,0.80628,0.89281,0.45098,1.78268,0.91443,0.90583,0.000109,0.000109,0.000109
92,1256.14,1.4461,0.77219,0.893,0.90932,0.83043,0.88855,0.44856,1.80963,0.90414,0.91644,9.91e-05,9.91e-05,9.91e-05
93,1268.71,1.42658,0.75763,0.88338,0.95109,0.78936,0.89401,0.45256,1.78049,0.90172,0.90946,8.92e-05,8.92e-05,8.92e-05
94,1281.33,1.41843,0.72966,0.87926,0.93485,0.81727,0.89752,0.46007,1.75093,0.89985,0.90249,7.93e-05,7.93e-05,7.93e-05
95,1293.99,1.40345,0.71829,0.87286,0.91627,0.84579,0.89596,0.45671,1.76631,0.88414,0.90509,6.94e-05,6.94e-05,6.94e-05
96,1306.49,1.42125,0.74526,0.88186,0.92915,0.84074,0.89487,0.46586,1.75513,0.86999,0.90199,5.95e-05,5.95e-05,5.95e-05
97,1319.23,1.3818,0.72012,0.87366,0.90985,0.86379,0.89443,0.46025,1.76559,0.86694,0.90269,4.96e-05,4.96e-05,4.96e-05
98,1331.84,1.3813,0.71236,0.86888,0.91668,0.85218,0.89305,0.46236,1.76787,0.86675,0.90314,3.97e-05,3.97e-05,3.97e-05
99,1344.38,1.3717,0.71524,0.88183,0.90818,0.8566,0.89526,0.46047,1.75773,0.85921,0.90264,2.98e-05,2.98e-05,2.98e-05
100,1357.02,1.37201,0.70643,0.87838,0.92175,0.85227,0.89489,0.46171,1.75642,0.85574,0.90273,1.99e-05,1.99e-05,1.99e-05
